filterId,filterName,optionName,optionId,ID,synonyms
DESTINATIONS,Destination,Nuevo Vallarta,'001469',320,"nuevo vallarta|nuevo vallarta mexico|nuevo vallarta, mexico"
DESTINATIONS,Destination,Mexico City,'002108',321,"mexico city|mexico city, mexico|ciudad de mexico|ciudad de méxico|cdmx"
DESTINATIONS,Destination,Costa Rica,CRI,322,costa rica|costa rica holidays|costa rica vacation
DESTINATIONS,Destination,Europe,EEE,323,europe|european|europe holidays|europe vacation
DESTINATIONS,Destination,Albania,ALB,324,albania|albania holidays|albania vacation
DESTINATIONS,Destination,Durres,CMS035,325,durres|durrës|durres albania|durrës albania
DESTINATIONS,Destination,Tirana,L64442,326,tirana|tirana albania
DESTINATIONS,Destination,Andorra,AND,327,andorra|andorra holidays|andorra vacation
DESTINATIONS,Destination,Arinsal,'000171',328,arinsal|arinsal andorra
DESTINATIONS,Destination,El Tarter,'001464',329,el tarter|el tarter andorra
DESTINATIONS,Destination,Pas de la Casa,'001231',330,pas de la casa|pas de la casa andorra
DESTINATIONS,Destination,Soldeu,L57824,331,soldeu|soldeu andorra
DESTINATIONS,Destination,La Massana,'001548',332,la massana|la massana andorra
DESTINATIONS,Destination,Austria,AUT,333,austria|austria holidays|austria vacation
DESTINATIONS,Destination,Achensee,'002428',334,achensee|lake achensee|achensee austria
DESTINATIONS,Destination,Alpbach,'000752',335,alpbach|alpbach austria
DESTINATIONS,Destination,Bad Gastein,'000956',336,bad gastein|bad gastein austria
DESTINATIONS,Destination,Bad Hofgastein,'001136',337,bad hofgastein|bad hofgastein austria
DESTINATIONS,Destination,Durnstein,L53312,338,durnstein|dürnstein|durnstein austria|dürnstein austria
DESTINATIONS,Destination,Ellmau,'000954',339,ellmau|ellmau austria
DESTINATIONS,Destination,Fügen,'004181',340,fugen|fügen|fugen austria|fügen austria
DESTINATIONS,Destination,Fieberbrunn,'003873',341,fieberbrunn|fieberbrunn austria
DESTINATIONS,Destination,Filzmoos,L71664,342,filzmoos|filzmoos austria
DESTINATIONS,Destination,Galtür,'000958',343,galtur|galtür|galtur austria|galtür austria
DESTINATIONS,Destination,Gerlos,L70971,344,gerlos|gerlos austria
DESTINATIONS,Destination,Grein,L66704,345,grein|grein austria
DESTINATIONS,Destination,Hinterglemm,'000961',346,hinterglemm|hinterglemm austria
DESTINATIONS,Destination,Hochgurgl,'001538',347,hochgurgl|hochgurgl austria
DESTINATIONS,Destination,Hochsölden,'000963',348,hochsolden|hochsölden|hochsolden austria|hochsölden austria
DESTINATIONS,Destination,Igls,'006906',349,igls|igls austria
DESTINATIONS,Destination,Innsbruck,'000964',350,innsbruck|innsbruck austria
DESTINATIONS,Destination,Ischgl,'000966',351,ischgl|ischgl austria
DESTINATIONS,Destination,Kaprun,'000968',352,kaprun|kaprun austria
DESTINATIONS,Destination,Katschberg,'001155',353,katschberg|katschberg austria
DESTINATIONS,Destination,Kirchberg,'000969',354,kirchberg|kirchberg austria|kirchberg in tirol
DESTINATIONS,Destination,Kitzbühel,'000970',355,kitzbuhel|kitzbühel|kitzbuhel austria|kitzbühel austria
DESTINATIONS,Destination,Krems,L53311,356,krems|krems an der donau|krems austria
DESTINATIONS,Destination,Lech,'000971',357,lech|lech austria|lech am arlberg
DESTINATIONS,Destination,Leogang,L68345,358,leogang|leogang austria
DESTINATIONS,Destination,Linz,'001118',359,linz|linz austria
DESTINATIONS,Destination,Mayrhofen,'000973',360,mayrhofen|mayrhofen austria
DESTINATIONS,Destination,Melk,L53313,361,melk|melk austria
DESTINATIONS,Destination,Millstatt,'002650',362,millstatt|millstatt austria|millstatt am see
DESTINATIONS,Destination,Montafon,L23803,363,montafon|montafon austria
DESTINATIONS,Destination,Nassfeld,'003975',364,nassfeld|nassfeld austria
DESTINATIONS,Destination,Nauders,L36161,365,nauders|nauders austria
DESTINATIONS,Destination,Neustift,'002440',366,neustift|neustift austria|neustift im stubaital
DESTINATIONS,Destination,Niederau,'000974',367,niederau|niederau austria
DESTINATIONS,Destination,Obergurgl,'000976',368,obergurgl|obergurgl austria
DESTINATIONS,Destination,Obertauern,'000977',369,obertauern|obertauern austria
DESTINATIONS,Destination,Ramsau im Zillertal,'004271',370,ramsau im zillertal|ramsau im zillertal austria
DESTINATIONS,Destination,Rauris,'002434',371,rauris|rauris austria
DESTINATIONS,Destination,Reith im Alpbachtal,L62282,372,reith im alpbachtal|reith im alpbachtal austria
DESTINATIONS,Destination,Sölden,'000989',373,solden|sölden|solden austria|sölden austria
DESTINATIONS,Destination,Söll,'000991',374,soll|söll|soll austria|söll austria
DESTINATIONS,Destination,Saalbach,'000980',375,saalbach|saalbach austria|saalbach hinterglemm
DESTINATIONS,Destination,Salzburg,'001115',376,salzburg|salzburg austria
DESTINATIONS,Destination,Schladming,'000984',377,schladming|schladming austria
DESTINATIONS,Destination,Seefeld,'000988',378,seefeld|seefeld austria|seefeld in tirol
DESTINATIONS,Destination,Serfaus-Fiss-Ladis,'004247',379,serfaus fiss ladis|serfaus-fiss-ladis|serfaus|fiss|ladis
DESTINATIONS,Destination,St Anton,'000993',380,st anton|st. anton|st anton am arlberg|st. anton am arlberg
DESTINATIONS,Destination,St Christoph,'002668',381,st christoph|st. christoph|st christoph am arlberg|st. christoph am arlberg
DESTINATIONS,Destination,St Gilgen,'000994',382,st gilgen|st. gilgen|st gilgen austria|st. gilgen austria
DESTINATIONS,Destination,St Johann in Tyrol,'000990',383,st johann in tyrol|st johann in tirol|st. johann in tirol|st johann tirol
DESTINATIONS,Destination,St Wolfgang,'000196',384,st wolfgang|st. wolfgang|st wolfgang austria|st. wolfgang austria
DESTINATIONS,Destination,Vienna,'000985',385,vienna|vienna austria|wien
DESTINATIONS,Destination,Wagrain,'000983',386,wagrain|wagrain austria
DESTINATIONS,Destination,Weissenkirchen,L56902,387,weissenkirchen|weißenkirchen|weissenkirchen austria|weißenkirchen austria
DESTINATIONS,Destination,Zürs,'002445',388,zurs|zürs|zurs austria|zürs austria
DESTINATIONS,Destination,Zell am See,'000978',389,zell am see|zell am see austria
DESTINATIONS,Destination,Belgium,BEL,390,belgium|belgium holidays|belgium vacation
DESTINATIONS,Destination,Antwerp,'001519',391,antwerp|antwerp belgium
DESTINATIONS,Destination,Brussels,'000733',392,brussels|brussels belgium|bruxelles
DESTINATIONS,Destination,Ghent,'001518',393,ghent|gent|ghent belgium|gent belgium
DESTINATIONS,Destination,Bulgaria,BGR,394,bulgaria|bulgaria holidays|bulgaria vacation
DESTINATIONS,Destination,Bansko,'002771',395,bansko|bansko bulgaria
DESTINATIONS,Destination,Borovets,'001675',396,borovets|borovets bulgaria
DESTINATIONS,Destination,Bourgas Region,'002682',397,bourgas region|burgas region|bourgas area|burgas area
DESTINATIONS,Destination,Bourgas,L35681,398,bourgas|burgas|bourgas bulgaria|burgas bulgaria
DESTINATIONS,Destination,Nessebar,'002529',399,nessebar|nesebar|nessebar bulgaria|nesebar bulgaria
DESTINATIONS,Destination,Obzor,'002911',400,obzor|obzor bulgaria
DESTINATIONS,Destination,Pomorie,'002530',401,pomorie|pomorie bulgaria
DESTINATIONS,Destination,Primorsko,'002764',402,primorsko|primorsko bulgaria
DESTINATIONS,Destination,Sozopol,'002652',403,sozopol|sozopol bulgaria
DESTINATIONS,Destination,St Vlas,'003660',404,st vlas|st. vlas|sveti vlas|st vlas bulgaria|sveti vlas bulgaria
DESTINATIONS,Destination,Sunny Beach,'002548',405,sunny beach|sunny beach bulgaria|slanchev bryag|slanchev briag
DESTINATIONS,Destination,Tsarevo,L45941,406,tsarevo|tsarevo bulgaria
DESTINATIONS,Destination,Pamporovo,'002498',407,pamporovo|pamporovo bulgaria
DESTINATIONS,Destination,Sofia,L64443,408,sofia|sofia bulgaria
DESTINATIONS,Destination,Vidin,L56909,409,vidin|vidin bulgaria
DESTINATIONS,Destination,Croatia,HRV,410,croatia|croatia holidays|croatia vacation
DESTINATIONS,Destination,Dalmatian Coast and Islands,L24947,411,dalmatian coast|dalmatian coast and islands|dalmatia coast|dalmatian islands
DESTINATIONS,Destination,Baska Voda,'002536',412,baska voda|baška voda|baska voda croatia|baška voda croatia
DESTINATIONS,Destination,Brac Island,'002946',413,brac island|brač island|brac|brač
DESTINATIONS,Destination,Brela,'002654',414,brela|brela croatia
DESTINATIONS,Destination,Donji Seget,L71045,415,donji seget|donji seget croatia|seget donji|seget donji croatia
DESTINATIONS,Destination,Hvar,'002537',416,hvar|hvar island|hvar croatia
DESTINATIONS,Destination,Igrane,L38101,417,igrane|igrane croatia
DESTINATIONS,Destination,Makarska,'002495',418,makarska|makarska croatia|makarska riviera
DESTINATIONS,Destination,Omis,'006128',419,omis|omiš|omis croatia|omiš croatia
DESTINATIONS,Destination,Podgora,'003554',420,podgora|podgora croatia
DESTINATIONS,Destination,Podstrana,'008726',421,podstrana|podstrana croatia
DESTINATIONS,Destination,Sibenik,'003999',422,sibenik|šibenik|sibenik croatia|šibenik croatia
DESTINATIONS,Destination,Split,'002636',423,split|split croatia
DESTINATIONS,Destination,Trogir,'002543',424,trogir|trogir croatia
DESTINATIONS,Destination,Tucepi,'002535',425,tucepi|tučepi|tucepi croatia|tučepi croatia
DESTINATIONS,Destination,Dubrovnik and Islands,'002925',426,dubrovnik and islands|dubrovnik area|dubrovnik region|dubrovnik islands
DESTINATIONS,Destination,Cavtat,'000464',427,cavtat|cavtat croatia
DESTINATIONS,Destination,Dubrovnik,'000465',428,dubrovnik|dubrovnik croatia
DESTINATIONS,Destination,Kolocep,'002753',429,kolocep|koločep|kolocep island|koločep island
DESTINATIONS,Destination,Korcula,'002533',430,korcula|korčula|korcula island|korčula island
DESTINATIONS,Destination,Lopud Island,'002843',431,lopud|lopud island
DESTINATIONS,Destination,Mlini,'002532',432,mlini|mlini croatia
DESTINATIONS,Destination,Mljet,'002751',433,mljet|mljet island
DESTINATIONS,Destination,Orasac,'004383',434,orasac|orašac|orasac croatia|orašac croatia
DESTINATIONS,Destination,Orebic,'002534',435,orebic|orebić|orebic croatia|orebić croatia
DESTINATIONS,Destination,Plat,'002653',436,plat|plat croatia
DESTINATIONS,Destination,Slano,'002750',437,slano|slano croatia
DESTINATIONS,Destination,Srebreno,L36961,438,srebreno|srebreno croatia
DESTINATIONS,Destination,Zaton Mali,'002934',439,zaton mali|zaton mali croatia
DESTINATIONS,Destination,Sipan Island,L50784,440,sipan island|šipan island|sipan|šipan
DESTINATIONS,Destination,Istrian Riviera,'002937',441,istrian riviera|istria riviera|istrian coast|istria coast
DESTINATIONS,Destination,Buje,L62596,442,buje|buje croatia
DESTINATIONS,Destination,Lovran,'001507',443,lovran|lovran croatia
DESTINATIONS,Destination,Medulin,'002656',444,medulin|medulin croatia
DESTINATIONS,Destination,Novigrad,'000469',445,novigrad|novigrad croatia
DESTINATIONS,Destination,Opatija,'001508',446,opatija|opatija croatia
DESTINATIONS,Destination,Porec,'000471',447,porec|poreč|porec croatia|poreč croatia
DESTINATIONS,Destination,Pula,'002655',448,pula|pula croatia
DESTINATIONS,Destination,Rabac,'000472',449,rabac|rabac croatia
DESTINATIONS,Destination,Rovinj,'001506',450,rovinj|rovinj croatia
DESTINATIONS,Destination,Umag,'002547',451,umag|umag croatia
DESTINATIONS,Destination,Vrsar,'002546',452,vrsar|vrsar croatia
DESTINATIONS,Destination,Kvarner Bay,'002943',453,kvarner bay|kvarner gulf|kvarner region
DESTINATIONS,Destination,Rijeka,L34763,454,rijeka|rijeka croatia
DESTINATIONS,Destination,Crikvenica,L65369,455,crikvenica|crikvenica croatia
DESTINATIONS,Destination,Krk Island,'002944',456,krk island|island of krk|krk croatia
DESTINATIONS,Destination,Osijek,L56903,457,osijek|osijek croatia
DESTINATIONS,Destination,Vukovar,L53303,458,vukovar|vukovar croatia
DESTINATIONS,Destination,Zadar,CMS027,459,zadar|zadar croatia
DESTINATIONS,Destination,Zagreb,L62246,460,zagreb|zagreb croatia
DESTINATIONS,Destination,Cyprus,CYP,461,cyprus|republic of cyprus
DESTINATIONS,Destination,Larnaca Area,'000791',462,larnaca area|larnaca region|around larnaca
DESTINATIONS,Destination,Ayia Napa,'000792',463,ayia napa|agia napa|ayia nappa
DESTINATIONS,Destination,Nissi Beach,'002585',464,nissi beach|nissi bay
DESTINATIONS,Destination,Protaras,'000806',465,protaras
DESTINATIONS,Destination,Alaminos,'008746',466,alaminos cyprus
DESTINATIONS,Destination,Larnaca,'000796',467,larnaca
DESTINATIONS,Destination,Pernera,L38021,468,pernera|pernera cyprus
DESTINATIONS,Destination,Paphos Area,'001443',469,paphos area|paphos region|around paphos
DESTINATIONS,Destination,Amathus Bay,'005646',470,amathus bay|amathus bay limassol
DESTINATIONS,Destination,Aphrodite Hills,'003997',471,aphrodite hills|aphrodite hills cyprus
DESTINATIONS,Destination,Chlorakas,L49421,472,chlorakas|chloraka
DESTINATIONS,Destination,Coral Bay,'001616',473,coral bay|coral bay paphos
DESTINATIONS,Destination,Kissonerga,L61062,474,kissonerga|kissonerga cyprus
DESTINATIONS,Destination,Latchi,'001342',475,latchi|latchi cyprus|latsi
DESTINATIONS,Destination,Limassol,'000798',476,limassol|lemesos
DESTINATIONS,Destination,Paphos,'000799',477,paphos|pafos
DESTINATIONS,Destination,Pareklisia,L67262,478,pareklisia|pareklisia cyprus
DESTINATIONS,Destination,Pissouri,'002017',479,pissouri|pissouri cyprus
DESTINATIONS,Destination,Polis,'001341',480,polis|polis cyprus|polis chrysochous
DESTINATIONS,Destination,Pomos,'003982',481,pomos|pomos cyprus
DESTINATIONS,Destination,Czech Republic,CZE,482,czech republic|czechia
DESTINATIONS,Destination,Prague,'000815',483,prague
DESTINATIONS,Destination,Denmark,DNK,484,denmark
DESTINATIONS,Destination,Copenhagen,'000821',485,copenhagen
DESTINATIONS,Destination,Estonia,EST,486,estonia
DESTINATIONS,Destination,Tallinn,'002825',487,tallinn
DESTINATIONS,Destination,Finland,FIN,488,finland
DESTINATIONS,Destination,Helsinki,'002824',489,helsinki
DESTINATIONS,Destination,France,FRA,490,france
DESTINATIONS,Destination,Évian,'002460',491,evian|évian|evian-les-bains
DESTINATIONS,Destination,Aix-en-Provence,'003132',492,aix-en-provence|aix en provence|aix
DESTINATIONS,Destination,Alpe dHuez,'000870',493,alpe d'huez|alpe dhuez
DESTINATIONS,Destination,Auris En Oisans,L40161,494,auris-en-oisans|auris en oisans
DESTINATIONS,Destination,Avignon,'003445',495,avignon
DESTINATIONS,Destination,Avoriaz,'000181',496,avoriaz
DESTINATIONS,Destination,Biarritz,'002879',497,biarritz
DESTINATIONS,Destination,Bordeaux,'000888',498,bordeaux
DESTINATIONS,Destination,Bourg-Saint-Maurice,L62003,499,bourg-saint-maurice|bourg saint maurice
DESTINATIONS,Destination,Brides-les-Bains,'002456',500,brides-les-bains|brides les bains
DESTINATIONS,Destination,Carcassonne,'003110',501,carcassonne
DESTINATIONS,Destination,Châtel,'000872',502,chatel|châtel
DESTINATIONS,Destination,Chamonix,'000192',503,chamonix|chamonix-mont-blanc
DESTINATIONS,Destination,Corsica,'002633',504,corsica|corsica island
DESTINATIONS,Destination,Ajaccio,'002634',505,ajaccio
DESTINATIONS,Destination,Calvi,'002884',506,calvi|calvi corsica
DESTINATIONS,Destination,Propriano,'003063',507,propriano|propriano corsica
DESTINATIONS,Destination,Courchevel,'001365',508,courchevel
DESTINATIONS,Destination,Flaine,'000874',509,flaine
DESTINATIONS,Destination,French Riviera,'001441',510,french riviera|côte d'azur|cote d'azur|cote d azur
DESTINATIONS,Destination,Cannes,'001422',511,cannes
DESTINATIONS,Destination,Nice,'000890',512,nice|nice france
DESTINATIONS,Destination,Huningue (for Basel),L71642,513,huningue|huningue for basel|huningue (basel area)
DESTINATIONS,Destination,La Clusaz,'002457',514,la clusaz
DESTINATIONS,Destination,La Plagne,'001140',515,la plagne
DESTINATIONS,Destination,La Rosière,'002458',516,la rosière|la rosiere
DESTINATIONS,Destination,La Tania,'001250',517,la tania
DESTINATIONS,Destination,La Toussuire,L20149,518,la toussuire
DESTINATIONS,Destination,Lake Annecy,'002453',519,lake annecy|lac d'annecy|annecy lake
DESTINATIONS,Destination,Le Corbier,L62342,520,le corbier
DESTINATIONS,Destination,Les Arcs,'001357',521,les arcs
DESTINATIONS,Destination,Les Deux Alpes,'000878',522,les deux alpes|les 2 alpes|deux alpes
DESTINATIONS,Destination,Les Gets,'004077',523,les gets
DESTINATIONS,Destination,Les Menuires,'001219',524,les menuires
DESTINATIONS,Destination,Lyon,'001599',525,lyon
DESTINATIONS,Destination,Méribel,'005331',526,meribel|méribel
DESTINATIONS,Destination,Marseille,'002696',527,marseille
DESTINATIONS,Destination,Marseille (for Provence),L70995,528,marseille for provence|marseille (provence)
DESTINATIONS,Destination,Megève,'001627',529,megeve|megève
DESTINATIONS,Destination,Montalbert,L72362,530,montalbert|plagne montalbert
DESTINATIONS,Destination,Montgenèvre,'000884',531,montgenèvre|montgenevre
DESTINATIONS,Destination,Montpellier,'002694',532,montpellier
DESTINATIONS,Destination,Morzine,'000886',533,morzine
DESTINATIONS,Destination,Mottaret,'005332',534,mottaret|meribel-mottaret|méribel-mottaret
DESTINATIONS,Destination,Paris,'000108',535,paris
DESTINATIONS,Destination,Risoul,'000892',536,risoul
DESTINATIONS,Destination,Sainte-Foy,'003885',537,sainte-foy|sainte-foy-tarentaise|ste foy|st foy
DESTINATIONS,Destination,Samoëns,L20481,538,samoens|samoëns
DESTINATIONS,Destination,Serre Chevalier,'001149',539,serre chevalier|serre-chevalier
DESTINATIONS,Destination,St Gervais,L69023,540,st gervais|saint gervais|st-gervais|saint-gervais
DESTINATIONS,Destination,St-Sorlin-dArves,L65382,541,st sorlin d'arves|saint-sorlin-d'arves|st-sorlin-d'arves
DESTINATIONS,Destination,Strasbourg,'003446',542,strasbourg
DESTINATIONS,Destination,Tignes,'000187',543,tignes
DESTINATIONS,Destination,Toulon (for the Cote dAzur),'003090',544,toulon for the cote d'azur|toulon (cote d'azur)|toulon (cote d azur)
DESTINATIONS,Destination,Toulouse,'003447',545,toulouse
DESTINATIONS,Destination,Val Cenis,'003886',546,val cenis|val-cenis
DESTINATIONS,Destination,Val Thorens,'000119',547,val thorens|val-thorens
DESTINATIONS,Destination,Val dIsère,'000145',548,val d'isère|val disere|valdisere
DESTINATIONS,Destination,Valloire,'002773',549,valloire
